'sound$','word$','test$','tran$','timeLab','f1','f2','f3',f3f2
RealWordRep_018L46MS4,wet,Test3,w:$r,243.6719944,349.1718578,1733.870922,3344.002055,1610.131132
RealWordRep_018L46MS4,rabbit,Test6,$w:r,259.3557453,394.2129206,1902.62105,3344.600322,1441.979272
RealWordRep_018L46MS4,rock,Test12,$w,290.1781994,331.5138172,2024.246598,3563.81042,1539.563822
RealWordRep_018L46MS4,red,Test15,$w:r,307.9128363,416.7204585,2070.186288,4118.910649,2048.724361
RealWordRep_018L46MS4,ring,Test22,$w,339.3217608,369.5894136,1959.499194,3499.395774,1539.896579
RealWordRep_018L46MS4,rocking,Test25,$w,350.1453803,557.5828431,1512.886727,3370.662118,1857.775391
RealWordRep_018L46MS4,rain,Test31,$w,388.6204074,655.4360252,2287.298936,3752.043995,1464.74506
RealWordRep_018L46MS4,wheel,Test35,$other,410.142045,855.9742835,1950.601517,3367.294031,1416.692514
RealWordRep_018L46MS4,raisins,Test38,$w:r,537.9743214,547.1114429,1278.093313,3454.768302,2176.674989
RealWordRep_018L46MS4,walk,Test49,w,692.0159824,314.2432817,2234.863982,3462.911389,1228.047407
RealWordRep_018L46MS4,water,Test58,w,816.5655889,525.5867031,2237.621653,3727.566167,1489.944514
RealWordRep_018L46MS4,running,Test62,$w:r,880.6671653,967.934275,2681.07448,4147.971364,1466.896884
RealWordRep_018L46MS4,waiting,Test65,w,893.5660235,400.0193714,1907.236121,3902.915071,1995.678951
RealWordRep_018L46MS4,wind,Test67,$other,901.1108046,393.6018449,2103.311202,3846.241526,1742.930324
RealWordRep_018L46MS4,window,Test68,w,904.6120617,323.7530651,1668.083573,3674.785528,2006.701955
RealWordRep_018L46MS4,watch,Test71,w,976.4357703,586.0690239,1352.874104,3896.110608,2543.236504
RealWordRep_018L46MS4,reading,Test73,$w,994.4690414,539.5543305,1756.8,3265.390764,1508.590765
RealWordRep_018L46MS4,rock,Test76,$w:r,1008.449184,977.4326393,2021.641414,4079.756999,2058.115584
RealWordRep_018L46MS4,rabbit,Test78,$w:r,1016.381363,405.1206564,1755.209094,4109.844706,2354.635613
RealWordRep_018L46MS4,wet,Test79,w:$r,1020.613982,1599.456817,3072.480283,4513.396304,1440.916021
RealWordRep_018L46MS4,red,Test87,$w,1054.947429,906.8424423,2606.012781,3370.431572,764.4187916
RealWordRep_018L46MS4,web,Test89,$r:w,1061.734081,945.926499,1764.209033,3537.338585,1773.129552
RealWordRep_019L48FS4,wet,Test4,w,166.3169955,585.9546937,1605.104502,3301.676364,1696.571862
RealWordRep_019L48FS4,rock,Test6,$w,174.7019683,786.3275791,1313.913762,3411.092714,2097.178953
RealWordRep_019L48FS4,rabbit,Test10,$w,190.9361848,718.4211937,786.8685386,3051.060884,2264.192345
RealWordRep_019L48FS4,web,Test11,w,194.7434286,448.8200861,2202.369872,3008.094067,805.7241951
RealWordRep_019L48FS4,red,Test12,$w,208.2314693,560.2286819,1633.747564,3719.146328,2085.398764
RealWordRep_019L48FS4,watch,Test20,w,240.6917263,566.5951795,1640.58765,3614.419491,1973.831841
RealWordRep_019L48FS4,rain,Test24,$w,255.2499295,704.0882286,1782.209795,3306.460278,1524.250483
RealWordRep_019L48FS4,rocking,Test28,$w,274.0110803,587.8401064,2461.863513,3702.450876,1240.587363
RealWordRep_019L48FS4,washer,Test30,w,289.3156671,545.509896,2542.390813,3700.161357,1157.770545
RealWordRep_019L48FS4,wheel,Test32,w,305.1046661,726.9939636,1437.460474,3778.606966,2341.146492
RealWordRep_019L48FS4,wind,Test34,w,313.2405564,587.36406,2500.58941,3925.779219,1425.189809
RealWordRep_019L48FS4,reading,Test36,$w,342.7449594,365.3829115,1986.485606,3264.214375,1277.728769
RealWordRep_019L48FS4,running,Test40,$w,365.9995792,912.1383389,2503.35977,4502.958015,1999.598246
RealWordRep_019L48FS4,water,Test51,w,421.7583791,584.7892321,1761.26771,3941.954055,2180.686345
RealWordRep_019L48FS4,waiting,Test59,w,458.7737188,659.1357823,2645.338398,3729.829314,1084.490915
RealWordRep_019L48FS4,walk,Test62,$other,470.8714296,531.202211,1644.261143,3705.293619,2061.032476
RealWordRep_019L48FS4,raisins,Test65,$w,482.3984338,702.1187857,1331.085221,3367.82195,2036.73673
RealWordRep_019L48FS4,ring,Test66,$w,486.3986748,509.8870027,1442.853638,3578.294009,2135.440371
RealWordRep_019L48FS4,window,Test73,w,533.1670765,423.482261,1845.820201,3193.829966,1348.009765
RealWordRep_019L48FS4,rock,Test76,$w,546.7729055,752.5993344,2612.799442,4102.751237,1489.951795
RealWordRep_019L48FS4,rabbit,Test84,$other,593.1655679,806.8526228,1926.494636,3929.610664,2003.116028
RealWordRep_019L48FS4,red,Test86,$w,603.5620152,609.1440452,1737.184681,3703.375703,1966.191021
RealWordRep_019L48FS4,web,Test88,w,612.3552611,429.4000214,1839.617027,3751.369238,1911.752211
RealWordRep_019L48FS4,wet,Test90,w,623.1320807,384.3742345,1908.196582,3212.837174,1304.640592
RealWordRep_020L48FS4,rabbit,Test2,r:$w,131.0868664,632.7886619,1979.383495,2639.76438,660.3808851
RealWordRep_020L48FS4,wet,Test6,w,148.8574997,599.6008235,1068.56124,2922.267948,1853.706708
RealWordRep_020L48FS4,web,Test9,w,161.1196455,544.1699158,1642.856996,3767.541588,2124.684592
RealWordRep_020L48FS4,rock,Test12,r,171.7094548,363.9331031,1647.792465,2499.114285,851.3218202
RealWordRep_020L48FS4,red,Test14,r,199.0063979,426.6979844,1835.180786,3809.778941,1974.598155
RealWordRep_020L48FS4,running,Test19,r:$w,221.234018,553.9504366,1840.195719,3370.801554,1530.605836
RealWordRep_020L48FS4,rocking,Test21,r,229.2962431,580.8740625,1043.205151,3745.311851,2702.1067
RealWordRep_020L48FS4,walk,Test22,w,236.8891136,447.0479065,980.4499231,3198.93199,2218.482067
RealWordRep_020L48FS4,ring,Test27,r,257.2709223,349.1967841,1989.56692,3255.047627,1265.480708
RealWordRep_020L48FS4,water,Test31,w,281.2308739,732.7904004,1183.681121,3730.985403,2547.304281
RealWordRep_020L48FS4,window,Test32,w,285.2823192,537.8688334,2152.282285,3655.093633,1502.811349
RealWordRep_020L48FS4,raisins,Test35,r:$w,303.4497282,552.7311803,2216.322604,3291.224008,1074.901403
RealWordRep_020L48FS4,washer,Test40,w:$r,329.3365179,823.6142185,2297.142603,4578.665356,2281.522753
RealWordRep_020L48FS4,watch,Test48,w,364.2054327,703.1113422,3345.662916,4598.998927,1253.336011
RealWordRep_020L48FS4,wheel,Test52,w,378.4947093,813.5479263,2404.281614,2955.456481,551.1748665
RealWordRep_020L48FS4,waiting,Test54,w,388.3595464,633.7613034,1439.571962,3828.78728,2389.215318
RealWordRep_020L48FS4,wind,Test65,w,434.408305,370.4572812,2520.53036,3743.060072,1222.529712
RealWordRep_020L48FS4,reading,Test67,r:$w,441.4261124,447.4055844,1833.758023,3200.902189,1367.144165
RealWordRep_020L48FS4,rain,Test73,r:$w,474.0449022,602.2700879,2107.291525,3090.236303,982.9447779
RealWordRep_020L48FS4,web,Test76,w,517.63303,386.7068011,2365.574404,3891.190732,1525.616328
RealWordRep_020L48FS4,wet,Test78,w,530.4550218,508.704328,3293.390789,4752.958926,1459.568137
RealWordRep_020L48FS4,rabbit,Test79,r:$w,533.7282422,563.0887718,2535.001839,3601.425333,1066.423494
RealWordRep_020L48FS4,rock,Test85,r,556.8799216,537.4383499,2194.282679,4069.635539,1875.35286
RealWordRep_020L48FS4,red,Test88,r:$w,572.2974088,487.4520796,1876.897742,3012.747965,1135.850223
RealWordRep_021L41FS3,rabbit,Test5,$w:r,147.8765181,696.7550421,1314.401058,3294.737117,1980.336058
RealWordRep_021L41FS3,rock,Test6,$w:r,152.2956394,1039.543709,1479.113013,3426.437915,1947.324902
RealWordRep_021L41FS3,red,Test9,$w:r,164.9459607,618.9019348,1352.46878,3510.478145,2158.009364
RealWordRep_021L41FS3,web,Test10,w:$r,168.958384,138.1664072,1357.312006,3639.975198,2282.663192
RealWordRep_021L41FS3,wet,Test13,w,181.3973331,1152.448952,1937.763265,4050.695,2112.931734
RealWordRep_021L41FS3,running,Test20,$w,221.3254635,926.6103587,1498.890747,3523.300603,2024.409856
RealWordRep_021L41FS3,waiting,Test24,$other,243.4455742,387.9035922,2684.184435,4250.591564,1566.407129
RealWordRep_021L41FS3,ring,Test25,$w:r,247.5459906,655.5454586,1685.64929,3495.852513,1810.203224
RealWordRep_021L41FS3,water,Test27,w,255.8229674,933.741749,1474.853,3865.897656,2391.044655
RealWordRep_021L41FS3,rocking,Test32,$w,287.8292646,752.9456898,1152.244626,3179.361001,2027.116376
RealWordRep_021L41FS3,raisins,Test33,$w,293.4038195,1108.314398,1856.042923,3234.750755,1378.707831
RealWordRep_021L41FS3,wind,Test35,w,302.4944611,434.756715,1620.778075,3038.790892,1418.012817
RealWordRep_021L41FS3,watch,Test39,w,325.5272437,677.6974898,825.3246595,3406.283239,2580.95858
RealWordRep_021L41FS3,wheel,Test51,w,388.0778023,485.289962,2420.925946,4079.125811,1658.199865
RealWordRep_021L41FS3,washer,Test52,w,392.3595796,934.3163734,1406.56198,3646.772375,2240.210394
RealWordRep_021L41FS3,rain,Test56,$w,412.5308972,740.5179767,1836.121745,3624.29994,1788.178195
RealWordRep_021L41FS3,reading,Test70,$w,537.4800864,1502.494505,3300.992849,5101.717082,1800.724233
RealWordRep_021L41FS3,walk,Test72,w,586.7700359,827.3860394,1590.680452,3726.809058,2136.128606
RealWordRep_021L41FS3,window,Test73,$other,591.150614,1195.091004,2283.449424,3727.764214,1444.314791
RealWordRep_021L41FS3,web,Test75,w,599.6115583,1296.197328,2902.932519,4306.466328,1403.533809
RealWordRep_021L41FS3,red,Test83,$w:r,640.157317,885.2207541,1270.209243,3055.339375,1785.130132
RealWordRep_021L41FS3,rock,Test87,$w,659.3954087,864.1848442,1575.326001,3294.55005,1719.224049
RealWordRep_021L41FS3,wet,Test88,w,666.3097974,618.9358392,2350.2688,4171.902991,1821.634192
RealWordRep_021L41FS3,rabbit,Test90,$w,675.7639605,476.075473,1439.167686,3389.88652,1950.718834
RealWordRep_024L43MA3,rock,Test4,$w,86.67840292,594.7027492,1900.127465,3366.873752,1466.746286
RealWordRep_024L43MA3,wet,Test5,w,90.24564069,507.5776518,2833.920914,3929.938555,1096.017642
RealWordRep_024L43MA3,red,Test7,$w:r,96.3289533,582.0577509,1580.624919,3466.269302,1885.644384
RealWordRep_024L43MA3,walk,Test9,w,104.2201859,431.8742946,1813.850106,3429.747321,1615.897215
RealWordRep_024L43MA3,web,Test10,w,108.7575789,583.7344441,2066.758718,3766.891894,1700.133176
RealWordRep_024L43MA3,watch,Test13,w,141.6700286,555.947769,2442.139916,4234.369248,1792.229332
RealWordRep_024L43MA3,rain,Test19,$w,170.113862,554.6013125,2669.193741,4055.331913,1386.138172
RealWordRep_024L43MA3,raisins,Test21,$other,177.0971967,766.7052832,1275.435259,3770.807562,2495.372303
RealWordRep_024L43MA3,reading,Test24,r:$w,187.7046616,837.3981398,2067.964505,3800.007424,1732.04292
RealWordRep_024L43MA3,window,Test27,$other,209.9108855,482.9301107,1730.66563,3030.347615,1299.681986
RealWordRep_024L43MA3,waiting,Test31,w,227.2650844,604.1815825,1687.628865,3724.449813,2036.820948
RealWordRep_024L43MA3,wheel,Test37,w:$r,301.256674,1214.759582,2129.681583,4055.31347,1925.631887
RealWordRep_024L43MA3,rocking,Test46,$w,336.6830812,598.7422228,1818.846511,3328.846997,1510.000486
RealWordRep_024L43MA3,ring,Test51,$w:r,356.1490207,924.9002254,2483.240138,4089.663032,1606.422894
RealWordRep_024L43MA3,running,Test67,$w,428.369554,691.5857953,2154.239731,3941.737343,1787.497612
RealWordRep_024L43MA3,wind,Test72,w:$r,479.3684551,411.3125511,1911.565951,3464.895135,1553.329184
RealWordRep_024L43MA3,rock,Test73,$w,482.8147571,444.9618228,1931.583398,3534.187647,1602.60425
RealWordRep_024L43MA3,red,Test76,$other,497.9064637,385.5465506,1954.168739,3510.278572,1556.109833
RealWordRep_024L43MA3,washer,Test80,w,518.9018556,622.9111477,2014.479838,3815.036017,1800.556179
RealWordRep_024L43MA3,web,Test82,w,538.0763591,526.2039412,1994.359523,3442.673687,1448.314164
RealWordRep_024L43MA3,water,Test84,w,549.1422816,648.2814538,2264.866748,4125.297306,1860.430558
RealWordRep_024L43MA3,wet,Test86,w,562.018879,407.3683281,2370.627186,3514.162523,1143.535338
RealWordRep_024L43MA3,rabbit,Test90,$w:r,582.9777477,660.0553991,2456.825427,4007.853065,1551.027637
RealWordRep_025L52FA4,red,Test1,r:$w,86.37097555,392.6542248,1833.181008,3580.337648,1747.15664
RealWordRep_025L52FA4,wet,Test2,w:$r,90.54514762,368.311402,2020.962499,3517.478255,1496.515756
RealWordRep_025L52FA4,rabbit,Test6,r:$w,180.394664,697.3167343,2461.32704,4082.829084,1621.502044
RealWordRep_025L52FA4,web,Test9,w:$r,193.9551618,630.3412041,1328.488683,3344.980547,2016.491865
RealWordRep_025L52FA4,walk,Test14,w,227.6973636,396.028741,2561.697662,3698.045473,1136.347811
RealWordRep_025L52FA4,watch,Test16,w,240.0219981,656.8136958,1483.949281,3298.224649,1814.275369
RealWordRep_025L52FA4,rock,Test18,$w:r,248.0230421,471.5706252,2324.012544,3605.826964,1281.81442
RealWordRep_025L52FA4,wheel,Test20,w,255.0114559,455.0533326,1925.82066,3670.381548,1744.560887
RealWordRep_025L52FA4,running,Test26,$w:r,282.0190322,473.6267428,1938.525393,3640.850356,1702.324963
RealWordRep_025L52FA4,window,Test33,w,337.5480844,468.7627437,2014.810788,3685.35124,1670.540451
RealWordRep_025L52FA4,wind,Test34,w:$r,340.7180444,447.4719371,2498.401299,4118.199777,1619.798478
RealWordRep_025L52FA4,raisins,Test38,$w,374.1604198,423.7954505,2077.728121,3603.01622,1525.288099
RealWordRep_025L52FA4,ring,Test45,$other,439.0260981,795.7205732,1823.192632,3646.80756,1823.614928
RealWordRep_025L52FA4,rain,Test48,$w:r,454.657251,907.080807,1847.878802,4046.116934,2198.238133
RealWordRep_025L52FA4,rocking,Test53,$w,503.2164157,401.9626198,2186.469796,3450.451618,1263.981822
RealWordRep_025L52FA4,reading,Test54,$w,506.5640073,404.8990694,2404.713964,3809.27994,1404.565976
RealWordRep_025L52FA4,waiting,Test60,w,552.99254,494.5762225,2169.192597,3260.209437,1091.01684
RealWordRep_025L52FA4,red,Test73,$w:r,629.0182637,659.2132491,1976.587613,3668.098339,1691.510725
RealWordRep_025L52FA4,wet,Test75,w:$r,637.0648288,620.9758439,1707.041795,3506.431803,1799.390008
RealWordRep_025L52FA4,rock,Test77,$w,653.1031202,872.8070433,1435.37365,3515.706463,2080.332813
RealWordRep_025L52FA4,web,Test81,w,670.5302676,547.5654171,2118.056484,3770.182249,1652.125766
RealWordRep_025L52FA4,washer,Test87,w:$r,711.5607397,641.8329896,1719.075634,3470.806932,1751.731298
RealWordRep_025L52FA4,rabbit,Test88,$w:r,716.5472155,471.0479549,1861.610607,3721.101513,1859.490906
RealWordRep_025L52FA4,water,Test90,w,730.3618962,554.0495612,1621.20953,3386.808048,1765.598517
RealWordRep_027L49MS4,wet,Test3,$other,144.3815809,1051.793786,1962.145178,3704.449269,1742.304091
RealWordRep_027L49MS4,red,Test5,$other,154.301873,841.5988736,1246.281841,3867.107339,2620.825498
RealWordRep_027L49MS4,rabbit,Test7,$w:r,164.9182231,978.9763402,1445.927377,3713.575766,2267.648389
RealWordRep_027L49MS4,web,Test10,$other,185.2470666,878.6055283,1083.959905,3837.146371,2753.186466
RealWordRep_027L49MS4,rock,Test11,$other,189.3343368,834.0314356,1593.52445,3544.88288,1951.358431
RealWordRep_027L49MS4,reading,Test18,$w,228.0233889,558.1594282,2357.36667,3893.686604,1536.319934
RealWordRep_027L49MS4,rain,Test22,$other,250.7652055,818.4573051,1524.151482,3195.613131,1671.461649
RealWordRep_027L49MS4,ring,Test24,$w:r,259.8274563,1021.761315,2721.302271,4061.176841,1339.874571
RealWordRep_027L49MS4,rocking,Test26,$w,269.0114918,695.0470778,2321.003407,3996.652226,1675.648818
RealWordRep_027L49MS4,wheel,Test31,w,306.5944422,575.484634,1872.75294,3620.364248,1747.611308
RealWordRep_027L49MS4,window,Test38,w,334.2260247,487.6014464,2043.296872,3416.986349,1373.689477
RealWordRep_027L49MS4,washer,Test43,w,355.1524998,836.6242492,1295.513625,3364.466776,2068.953151
RealWordRep_027L49MS4,water,Test53,$other,419.9398391,752.5409751,2012.68331,3500.614546,1487.931236
RealWordRep_027L49MS4,waiting,Test54,w,424.0395769,672.2514313,1381.053571,3825.347027,2444.293456
RealWordRep_027L49MS4,walk,Test58,$other,440.0898491,724.9390449,1475.490546,4024.126432,2548.635886
RealWordRep_027L49MS4,wind,Test59,w,444.0817735,985.5141422,2693.797645,4215.259404,1521.461759
RealWordRep_027L49MS4,watch,Test62,$other,462.8739459,735.7866965,2990.556259,4380.491229,1389.934969
RealWordRep_027L49MS4,running,Test63,$w,467.1388558,688.0519861,2108.999871,4003.164769,1894.164898
RealWordRep_027L49MS4,raisins,Test73,$other,531.8668048,1066.557495,2216.79369,3688.800422,1472.006733
RealWordRep_027L49MS4,rabbit,Test76,$w,550.2401962,428.9349065,943.8218082,4070.24396,3126.422152
RealWordRep_027L49MS4,wet,Test83,w,606.7310525,828.2800657,1327.74515,3480.49855,2152.7534
RealWordRep_027L49MS4,red,Test86,$w,631.7991581,999.2480479,2103.383987,3730.530154,1627.146168
RealWordRep_027L49MS4,rock,Test87,$w:r,635.5199039,818.002518,1221.594734,3261.397482,2039.802748
RealWordRep_027L49MS4,web,Test90,w,645.5535049,492.5928283,2301.952127,3565.944214,1263.992087
RealWordRep_030L49FS4,rabbit,Test2,r,77.8034667,699.8628721,1957.418496,3490.676643,1533.258148
RealWordRep_030L49FS4,web,Test5,w,93.99915406,504.4972885,2443.177755,3503.197296,1060.01954
RealWordRep_030L49FS4,red,Test9,r,113.5408824,1060.635115,2727.118962,4025.210106,1298.091144
RealWordRep_030L49FS4,wet,Test10,w,117.5335229,647.8283393,797.9227513,3648.705414,2850.782662
RealWordRep_030L49FS4,rock,Test15,r,148.1884631,641.3818678,1418.328068,3319.459778,1901.13171
RealWordRep_030L49FS4,rain,Test17,r,157.9435239,745.9075164,2181.597191,4260.240841,2078.643651
RealWordRep_030L49FS4,water,Test34,w,274.3690195,509.3039989,2875.798503,3976.155456,1100.356953
RealWordRep_030L49FS4,watch,Test44,w,334.4300213,643.266623,1823.303333,3312.326516,1489.023183
RealWordRep_030L49FS4,washer,Test46,w,343.9176491,709.3201938,1653.855318,3994.945986,2341.090667
RealWordRep_030L49FS4,rocking,Test48,r,354.8119658,587.6228805,2124.385956,2938.32068,813.9347243
RealWordRep_030L49FS4,wind,Test49,w,361.4723549,986.5204913,1771.274731,2910.588447,1139.313716
RealWordRep_030L49FS4,running,Test50,r,365.2914111,1677.556772,2368.280176,4132.442502,1764.162327
RealWordRep_030L49FS4,raisins,Test53,r,386.814991,516.8840533,1883.576152,3477.12002,1593.543868
RealWordRep_030L49FS4,walk,Test55,w,397.5208815,559.348479,1584.452592,3541.2489,1956.796309
RealWordRep_030L49FS4,ring,Test61,r,429.8090874,548.9518219,1429.186121,3508.092857,2078.906736
RealWordRep_030L49FS4,reading,Test62,r,433.9430218,1365.678979,3061.619668,4214.908843,1153.289175
RealWordRep_030L49FS4,waiting,Test69,w,469.5011921,594.9939,1471.47794,3546.217922,2074.739983
RealWordRep_030L49FS4,window,Test71,w,478.6875626,497.5106858,2540.639762,3918.003067,1377.363305
RealWordRep_030L49FS4,wheel,Test73,w,489.0907052,334.3627948,1939.438136,3422.924672,1483.486536
RealWordRep_030L49FS4,rabbit,Test75,r,498.4878575,571.7123919,1540.879737,3366.21709,1825.337353
RealWordRep_030L49FS4,wet,Test80,w,527.7624018,632.7214214,1906.139206,3881.715375,1975.576169
RealWordRep_030L49FS4,red,Test81,r,531.7909422,1323.524499,2939.413209,3667.329845,727.9166359
RealWordRep_030L49FS4,web,Test82,w,535.5814351,580.484868,1110.65604,3723.914945,2613.258905
RealWordRep_030L49FS4,rock,Test90,r:$w,581.1614213,618.1237319,1953.865465,3134.32596,1180.460495
RealWordRep_031L49FS4,rabbit,Test1,$other,132.3068423,840.5281143,1973.664155,2156.618579,182.9544236
RealWordRep_031L49FS4,rock,Test2,$other,139.7461093,516.9466809,2200.368534,3558.426304,1358.05777
RealWordRep_031L49FS4,red,Test5,r,193.3052686,871.6813161,1855.090684,2778.337123,923.2464389
RealWordRep_031L49FS4,wet,Test12,w,270.9719066,305.180983,2067.855088,3470.506319,1402.651231
RealWordRep_031L49FS4,web,Test15,w,296.3103364,668.7241724,2368.621786,3825.512412,1456.890626
RealWordRep_031L49FS4,wind,Test19,w,333.7830454,562.1828301,1163.488305,3110.699408,1947.211103
RealWordRep_031L49FS4,ring,Test24,r:$w,420.7525735,404.2519541,2149.327504,3179.070527,1029.743022
RealWordRep_031L49FS4,window,Test25,w,424.606628,836.5730536,1271.958249,3393.48714,2121.528891
RealWordRep_031L49FS4,washer,Test26,w,429.6665371,646.9872897,3398.694457,5147.758401,1749.063943
RealWordRep_031L49FS4,walk,Test32,w,505.4059788,633.3255585,3007.348942,4227.097489,1219.748548
RealWordRep_031L49FS4,water,Test36,w,645.7580035,427.8635968,2411.687473,3476.675401,1064.987928
RealWordRep_031L49FS4,waiting,Test52,w,822.909286,572.2781315,2861.623656,4055.07533,1193.451674
RealWordRep_031L49FS4,rain,Test54,$other,839.3641626,1361.043943,2845.450777,4166.805641,1321.354864
RealWordRep_031L49FS4,wheel,Test55,MissingData,851.9718721,598.2890335,2438.540842,3855.080609,1416.539767
RealWordRep_031L49FS4,rocking,Test56,r:$w,856.7509325,1523.94228,2886.086861,4410.811091,1524.72423
RealWordRep_031L49FS4,watch,Test57,w,865.6782033,727.2148359,1420.226417,3228.286514,1808.060097
